Year,Month,Day,Home_ID,Home_name,Home_wins_last10,Home_wins_VERSUS_last2,Home_goals_lastGame,Home_assists_lastGame,Home_GA_startingGoalie,Home_SA_startingGoalie,Home_GA_allGoalies,Home_SA_allGoalies,Away_ID,Away_name,Away_wins_last10,Away_wins_VERSUS_last2,Away_goals_lastGame,Away_assists_lastGame,Away_GA_startingGoalie,Away_SA_startingGoalie,Away_GA_allGoalies,Away_SA_allGoalies,Home_Won
1990,10,4,6,Boston Bruins,6,2,4,3,2,38,5,73,23,Philadelphia Flyers,4,0,5,7,1,6,10,88,True
1990,10,4,26,Buffalo Sabres,7,2,4,8,2,23,4,61,0,Montreal Canadiens,6,0,4,3,2,30,6,62,False
1990,10,4,38,Calgary Flames,8,2,8,12,3,13,8,48,25,Vancouver Canucks,6,0,4,5,3,35,8,76,True
1990,10,4,40,Chicago Blackhawks,6,2,2,4,0,0,11,74,10,New York Rangers,4,0,2,5,3,19,9,63,True
1990,10,4,37,Hartford Whalers,7,2,1,2,1,32,4,86,34,Quebec Nordiques,1,0,2,6,3,30,34,229,False
1990,10,4,22,Los Angeles Kings,4,1,3,5,5,29,22,122,28,New York Islanders,4,1,5,7,0,1,2,33,True
1990,10,4,24,Minnesota North Stars,6,1,1,1,3,30,14,100,21,St. Louis Blues,3,1,3,3,5,28,16,83,False
1990,10,4,39,New Jersey Devils,7,1,3,7,1,23,4,49,16,Detroit Red Wings,4,1,2,5,6,27,12,75,False
1990,10,4,36,Winnipeg Jets,6,1,4,5,3,31,7,89,13,Toronto Maple Leafs,4,1,5,10,3,12,19,106,True
1990,10,5,30,Washington Capitals,6,0,3,4,1,28,19,145,20,Pittsburgh Penguins,2,2,0,4,3,27,16,107,False
1990,10,6,6,Boston Bruins,6,2,4,4,3,35,4,62,34,Quebec Nordiques,2,0,2,4,5,40,34,235,True
1990,10,6,38,Calgary Flames,8,1,3,8,1,12,7,61,13,Toronto Maple Leafs,4,1,1,1,0,2,19,98,True
1990,10,6,35,Edmonton Oilers,5,1,2,4,2,23,14,82,36,Winnipeg Jets,7,1,5,11,0,0,5,85,False
1990,10,6,37,Hartford Whalers,6,1,3,6,3,24,12,79,10,New York Rangers,4,1,3,6,2,21,10,78,True
1990,10,6,22,Los Angeles Kings,4,0,4,7,1,29,18,122,25,Vancouver Canucks,5,2,2,2,3,29,8,70,False
1990,10,6,24,Minnesota North Stars,6,1,2,4,3,38,14,108,28,New York Islanders,4,1,1,2,4,44,6,76,True
1990,10,6,0,Montreal Canadiens,6,1,3,6,3,27,7,59,26,Buffalo Sabres,6,1,3,7,3,30,5,68,True
1990,10,6,39,New Jersey Devils,7,1,3,5,3,24,6,50,23,Philadelphia Flyers,3,1,1,1,3,15,12,97,True
1990,10,6,21,St. Louis Blues,3,1,3,2,2,26,13,81,40,Chicago Blackhawks,7,1,4,6,3,30,14,104,False
1990,10,6,30,Washington Capitals,6,2,4,8,7,29,25,146,16,Detroit Red Wings,4,0,3,4,3,34,9,82,True
1990,10,7,40,Chicago Blackhawks,7,1,5,8,0,2,13,105,28,New York Islanders,4,1,2,4,0,0,6,78,False
1990,10,7,35,Edmonton Oilers,5,0,3,6,3,20,15,79,13,Toronto Maple Leafs,3,2,1,2,7,34,23,141,True
1990,10,7,23,Philadelphia Flyers,3,0,1,2,3,31,12,104,16,Detroit Red Wings,4,2,3,6,6,27,12,75,True
1990,10,7,20,Pittsburgh Penguins,3,1,7,13,4,24,17,104,39,New Jersey Devils,7,1,3,6,3,26,4,53,True
1990,10,7,34,Quebec Nordiques,1,0,2,1,4,29,33,197,6,Boston Bruins,6,2,7,10,1,27,2,50,False
1990,10,8,0,Montreal Canadiens,7,1,6,11,5,35,9,67,37,Hartford Whalers,7,1,5,10,2,26,10,79,True
1990,10,8,10,New York Rangers,3,2,4,7,4,34,13,88,24,Minnesota North Stars,6,0,4,7,7,33,13,99,True
1990,10,8,36,Winnipeg Jets,7,0,4,6,1,27,8,119,38,Calgary Flames,8,2,5,8,2,26,7,81,False
1990,10,9,39,New Jersey Devils,7,1,6,4,7,37,8,64,24,Minnesota North Stars,6,1,3,7,2,29,11,105,True
1990,10,9,21,St. Louis Blues,2,2,2,6,4,7,15,80,20,Pittsburgh Penguins,3,0,7,11,3,24,17,105,True
