Year, Month, Day,Home_ID, Home_name, Home_wins_last10, Home_wins_VERSUS_last2, Home_goals_lastGame, Home_assists_lastGame, Home_GA_startingGoalie, Home_SA_startingGoalie, Home_GA_allGoalies, Home_SA_allGoalies,Away_ID, Away_name, Away_wins_last10, Away_wins_VERSUS_last2, Away_goals_lastGame, Away_assists_lastGame, Away_GA_startingGoalie, Away_SA_startingGoalie, Away_GA_allGoalies, Away_SA_allGoalies,Home_Won
1998, 10, 9,39, Calgary Flames, 3, 0, 1, 0, 1, 25, 12, 103,42, San Jose Sharks, 7, 2, 4, 6, 1, 20, 7, 70,False
1998, 10, 9,45, Florida Panthers, 6, 1, 2, 3, 2, 39, 14, 129,43, Tampa Bay Lightning, 0, 1, 1, 2, 3, 33, 10, 88,True
1998, 10, 9,11, New York Rangers, 4, 1, 3, 4, 1, 32, 5, 76,21, Philadelphia Flyers, 5, 1, 1, 1, 2, 35, 7, 109,False
1998, 10, 10,7, Boston Bruins, 6, 0, 2, 2, 1, 27, 7, 55,23, St. Louis Blues, 7, 2, 4, 9, 3, 28, 6, 53,False
1998, 10, 10,49, Carolina Hurricanes, 4, 1, 0, 6, 1, 5, 12, 101,43, Tampa Bay Lightning, 0, 1, 1, 3, 0, 6, 11, 91,False
1998, 10, 10,41, Chicago Blackhawks, 1, 1, 3, 2, 3, 24, 10, 62,40, New Jersey Devils, 4, 1, 3, 1, 2, 24, 6, 86,True
1998, 10, 10,47, Colorado Avalanche, 4, 0, 4, 4, 1, 15, 4, 53,0, Ottawa Senators, 6, 2, 2, 3, 1, 27, 2, 48,False
1998, 10, 10,44, Dallas Stars, 6, 2, 3, 7, 1, 11, 5, 54,28, Buffalo Sabres, 7, 0, 0, 4, 1, 22, 2, 51,True
1998, 10, 10,35, Edmonton Oilers, 7, 2, 3, 4, 1, 25, 7, 90,25, Los Angeles Kings, 4, 0, 1, 4, 4, 37, 4, 80,False
1998, 10, 10,1, Montreal Canadiens, 5, 1, 0, 3, 3, 20, 3, 43,11, New York Rangers, 3, 1, 0, 0, 1, 30, 5, 74,True
1998, 10, 10,50, Nashville Predators, 0, 0, 0, 2, 1, 24, 1, 24,45, Florida Panthers, 7, 0, 4, 6, 4, 18, 11, 104,False
1998, 10, 10,29, New York Islanders, 7, 2, 0, 3, 1, 47, 4, 78,22, Pittsburgh Penguins, 4, 0, 6, 6, 2, 21, 6, 75,False
1998, 10, 10,42, San Jose Sharks, 8, 2, 3, 4, 3, 30, 9, 80,39, Calgary Flames, 3, 0, 3, 8, 3, 25, 14, 103,False
1998, 10, 10,13, Toronto Maple Leafs, 4, 1, 1, 3, 3, 28, 8, 80,17, Detroit Red Wings, 6, 1, 3, 7, 3, 16, 8, 45,True
1998, 10, 10,31, Washington Capitals, 7, 1, 2, 2, 1, 28, 5, 64,46, Mighty Ducks of Anaheim, 2, 1, 4, 1, 0, 0, 7, 65,True
1998, 10, 11,21, Philadelphia Flyers, 5, 1, 1, 2, 0, 20, 5, 94,46, Mighty Ducks of Anaheim, 2, 1, 0, 0, 2, 18, 8, 99,True
1998, 10, 11,48, Phoenix Coyotes, 7, 0, 2, 7, 4, 18, 11, 56,0, Ottawa Senators, 7, 2, 4, 7, 3, 20, 4, 41,False
