Year,Month,Day,Home_ID,Home_name,Home_wins_last10,Home_wins_VERSUS_last2,Home_goals_lastGame,Home_assists_lastGame,Home_GA_startingGoalie,Home_SA_startingGoalie,Home_GA_allGoalies,Home_SA_allGoalies,Away_ID,Away_name,Away_wins_last10,Away_wins_VERSUS_last2,Away_goals_lastGame,Away_assists_lastGame,Away_GA_startingGoalie,Away_SA_startingGoalie,Away_GA_allGoalies,Away_SA_allGoalies,Home_Won
1951,10,11,16,Detroit Red Wings,9,2,4,3,0,0,5,0,6,Boston Bruins,3,0,0,2,0,0,7,0,True
1951,10,11,0,Montreal Canadiens,8,1,0,0,5,0,8,0,11,Chicago Black Hawks,0,1,2,7,5,0,21,0,True
1951,10,13,0,Montreal Canadiens,8,2,4,6,2,0,5,0,6,Boston Bruins,2,0,0,0,1,0,8,0,False
1951,10,13,13,Toronto Maple Leafs,8,2,1,1,0,0,5,0,11,Chicago Black Hawks,0,0,2,3,4,0,20,0,False
1951,10,14,6,Boston Bruins,3,1,2,2,1,0,8,0,0,Montreal Canadiens,7,1,1,1,2,0,5,0,False
1951,10,14,11,Chicago Black Hawks,1,0,3,5,1,0,17,0,10,New York Rangers,2,2,5,3,2,0,7,0,True
1951,10,14,16,Detroit Red Wings,9,2,1,2,0,0,2,0,13,Toronto Maple Leafs,8,0,1,1,3,0,8,0,False
1951,10,17,13,Toronto Maple Leafs,8,2,3,5,2,0,7,0,6,Boston Bruins,3,0,3,3,4,0,11,0,True
1951,10,18,11,Chicago Black Hawks,2,0,3,2,2,0,18,0,16,Detroit Red Wings,8,2,2,2,3,0,5,0,False
1951,10,18,0,Montreal Canadiens,7,2,4,5,3,0,6,0,10,New York Rangers,2,0,2,3,3,0,8,0,True
1951,10,20,16,Detroit Red Wings,8,1,6,7,1,0,7,0,0,Montreal Canadiens,7,1,2,4,2,0,5,0,True
1951,10,20,13,Toronto Maple Leafs,9,2,4,8,2,0,7,0,10,New York Rangers,1,0,2,3,3,0,8,0,False
1951,10,21,6,Boston Bruins,2,1,2,3,3,0,10,0,10,New York Rangers,2,1,3,3,2,0,7,0,False
1951,10,21,11,Chicago Black Hawks,2,1,1,2,6,0,22,0,13,Toronto Maple Leafs,8,1,2,4,3,0,8,0,False
1951,10,22,0,Montreal Canadiens,6,0,1,1,3,0,6,0,16,Detroit Red Wings,8,2,3,4,0,0,1,0,False
1951,10,24,10,New York Rangers,3,2,1,3,1,0,6,0,6,Boston Bruins,2,0,1,2,1,0,8,0,False
1951,10,25,11,Chicago Black Hawks,2,0,2,1,1,0,17,0,0,Montreal Canadiens,5,2,1,2,3,0,6,0,False
1951,10,27,13,Toronto Maple Leafs,8,1,1,2,1,0,6,0,16,Detroit Red Wings,8,1,3,3,1,0,3,0,False
1951,10,28,11,Chicago Black Hawks,2,0,2,5,2,0,18,0,6,Boston Bruins,3,2,3,3,1,0,8,0,False
