Year,Month,Day,Home_ID,Home_name,Home_wins_last10,Home_wins_VERSUS_last2,Home_goals_lastGame,Home_assists_lastGame,Home_GA_startingGoalie,Home_SA_startingGoalie,Home_GA_allGoalies,Home_SA_allGoalies,Away_ID,Away_name,Away_wins_last10,Away_wins_VERSUS_last2,Away_goals_lastGame,Away_assists_lastGame,Away_GA_startingGoalie,Away_SA_startingGoalie,Away_GA_allGoalies,Away_SA_allGoalies,Home_Won
1995,1,20,16,Detroit Red Wings,4,2,5,5,5,33,24,196,40,Chicago Blackhawks,4,0,4,10,6,30,12,56,True
1995,1,20,35,Edmonton Oilers,7,1,2,3,3,22,8,94,44,Mighty Ducks of Anaheim,6,1,1,1,2,27,11,80,True
1995,1,20,22,Los Angeles Kings,2,1,2,6,4,42,18,131,13,Toronto Maple Leafs,4,1,1,11,4,23,8,46,False
1995,1,20,10,New York Rangers,7,1,1,4,2,29,7,51,26,Buffalo Sabres,6,1,4,3,3,27,6,67,False
1995,1,20,41,San Jose Sharks,7,1,1,4,2,24,6,59,21,St. Louis Blues,5,1,1,3,1,22,4,32,False
1995,1,20,42,Tampa Bay Lightning,5,0,5,8,2,33,13,105,20,Pittsburgh Penguins,6,2,5,7,5,42,9,118,False
1995,1,20,25,Vancouver Canucks,5,1,2,1,3,31,4,62,43,Dallas Stars,7,1,3,8,5,27,8,55,False
1995,1,20,36,Winnipeg Jets,2,0,2,3,3,29,11,99,38,Calgary Flames,7,2,6,8,2,26,14,146,False
1995,1,21,37,Hartford Whalers,3,0,2,5,2,31,13,126,30,Washington Capitals,5,2,3,7,6,21,15,104,False
1995,1,21,28,New York Islanders,8,0,4,3,4,34,6,75,45,Florida Panthers,4,2,4,7,2,9,10,69,True
1995,1,21,10,New York Rangers,6,0,1,2,2,24,7,46,0,Montreal Canadiens,3,2,1,0,3,23,20,107,True
1995,1,21,23,Philadelphia Flyers,4,1,3,3,0,30,7,114,34,Quebec Nordiques,4,1,3,2,2,25,11,69,False
1995,1,21,41,San Jose Sharks,6,2,2,4,5,22,9,57,13,Toronto Maple Leafs,5,0,3,3,3,39,7,62,True
1995,1,21,25,Vancouver Canucks,4,1,1,2,1,31,2,57,21,St. Louis Blues,6,1,5,8,2,19,5,29,False
1995,1,21,36,Winnipeg Jets,2,0,3,5,3,27,11,97,44,Mighty Ducks of Anaheim,5,2,1,2,3,28,11,82,False
1995,1,22,6,Boston Bruins,5,2,3,5,0,0,9,64,23,Philadelphia Flyers,4,0,1,2,2,54,10,110,True
1995,1,22,16,Detroit Red Wings,4,0,4,7,1,21,21,175,38,Calgary Flames,8,2,3,6,3,24,15,144,False
1995,1,22,37,Hartford Whalers,3,0,1,2,1,39,12,132,39,New Jersey Devils,6,2,4,5,1,19,6,69,False
1995,1,22,22,Los Angeles Kings,2,1,3,6,3,32,17,121,35,Edmonton Oilers,8,1,2,4,1,30,6,102,False
