Year,Month,Day,Home_ID,Home_name,Home_wins_last10,Home_wins_VERSUS_last2,Home_goals_lastGame,Home_assists_lastGame,Home_GA_startingGoalie,Home_SA_startingGoalie,Home_GA_allGoalies,Home_SA_allGoalies,Away_ID,Away_name,Away_wins_last10,Away_wins_VERSUS_last2,Away_goals_lastGame,Away_assists_lastGame,Away_GA_startingGoalie,Away_SA_startingGoalie,Away_GA_allGoalies,Away_SA_allGoalies,Home_Won
1953,10,8,16,Detroit Red Wings,7,2,1,2,1,0,7,0,10,New York Rangers,2,0,1,1,0,0,15,0,True
1953,10,8,0,Montreal Canadiens,4,2,3,2,1,0,9,0,11,Chicago Black Hawks,5,0,3,5,1,0,16,0,True
1953,10,10,0,Montreal Canadiens,5,1,3,5,0,0,8,0,16,Detroit Red Wings,7,1,4,8,1,0,7,0,True
1953,10,10,13,Toronto Maple Leafs,5,1,3,3,1,0,9,0,11,Chicago Black Hawks,4,1,0,0,3,0,18,0,True
1953,10,11,6,Boston Bruins,6,2,0,1,3,0,10,0,0,Montreal Canadiens,6,0,4,3,1,0,9,0,True
1953,10,11,11,Chicago Black Hawks,3,2,2,3,6,0,22,0,10,New York Rangers,2,0,1,0,4,0,19,0,False
1953,10,11,16,Detroit Red Wings,6,2,1,0,0,0,11,0,13,Toronto Maple Leafs,6,0,6,11,2,0,12,0,True
1953,10,15,6,Boston Bruins,6,1,4,5,1,0,8,0,13,Toronto Maple Leafs,6,1,0,0,4,0,14,0,False
1953,10,15,0,Montreal Canadiens,5,1,1,2,4,0,12,0,10,New York Rangers,3,1,5,7,3,0,18,0,True
1953,10,16,11,Chicago Black Hawks,3,1,3,4,5,0,20,0,16,Detroit Red Wings,6,1,4,6,0,0,10,0,False
1953,10,17,16,Detroit Red Wings,6,1,2,3,2,0,12,0,11,Chicago Black Hawks,3,1,2,3,2,0,17,0,True
1953,10,17,0,Montreal Canadiens,6,0,6,8,1,0,9,0,6,Boston Bruins,6,2,1,1,4,0,11,0,True
1953,10,17,13,Toronto Maple Leafs,7,2,4,6,1,0,8,0,10,New York Rangers,2,0,1,1,6,0,21,0,False
1953,10,18,6,Boston Bruins,5,1,2,2,5,0,12,0,10,New York Rangers,2,1,1,1,1,0,16,0,True
1953,10,18,11,Chicago Black Hawks,3,0,1,1,2,0,17,0,13,Toronto Maple Leafs,7,2,1,2,1,0,8,0,False
1953,10,18,16,Detroit Red Wings,6,0,2,4,4,0,11,0,0,Montreal Canadiens,6,2,5,8,2,0,10,0,True
1953,10,21,13,Toronto Maple Leafs,8,0,2,3,1,0,8,0,16,Detroit Red Wings,7,2,4,5,0,0,7,0,False
1953,10,22,11,Chicago Black Hawks,2,0,1,2,2,0,17,0,0,Montreal Canadiens,5,2,0,0,4,0,12,0,False
1953,10,22,10,New York Rangers,2,0,2,3,3,0,18,0,6,Boston Bruins,6,2,3,3,2,0,9,0,True
1953,10,24,0,Montreal Canadiens,6,1,3,2,2,0,10,0,16,Detroit Red Wings,7,1,1,2,1,0,8,0,True
1953,10,24,13,Toronto Maple Leafs,7,2,1,2,1,0,9,0,6,Boston Bruins,5,0,3,6,4,0,11,0,False
1953,10,25,11,Chicago Black Hawks,2,0,2,2,3,0,20,0,6,Boston Bruins,5,2,3,5,2,0,9,0,False
1953,10,25,16,Detroit Red Wings,6,2,0,0,1,0,10,0,13,Toronto Maple Leafs,6,0,2,3,3,0,12,0,True
1953,10,25,10,New York Rangers,3,0,4,6,3,0,18,0,0,Montreal Canadiens,7,2,1,2,0,0,8,0,False
1953,10,28,10,New York Rangers,3,1,1,1,2,0,17,0,11,Chicago Black Hawks,2,1,3,3,4,0,20,0,False
1953,10,29,0,Montreal Canadiens,8,1,2,2,1,0,9,0,13,Toronto Maple Leafs,5,1,0,0,2,0,8,0,True
1953,10,31,11,Chicago Black Hawks,2,0,6,6,1,0,18,0,0,Montreal Canadiens,8,2,3,5,1,0,9,0,True
1953,10,31,16,Detroit Red Wings,7,2,2,4,0,0,9,0,6,Boston Bruins,5,0,4,3,3,0,10,0,False
1953,10,31,13,Toronto Maple Leafs,4,1,1,2,3,0,8,0,10,New York Rangers,3,1,1,3,6,0,21,0,True
1953,11,1,11,Chicago Black Hawks,2,0,1,2,0,0,15,0,6,Boston Bruins,6,2,3,4,1,0,8,0,False
